City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Tuatapere,0,NZ,1600068070,82,-46.13,167.68,46.99,9.71
Bokhan,100,RU,1600068070,91,53.15,103.77,47.71,11.5
Hede,100,CN,1600068070,76,33.77,120.25,75.38,8.05
Samdari,70,IN,1600068070,43,25.82,72.58,95.86,5.44
Orlovskiy,23,RU,1600068071,26,46.87,42.06,75.31,6.02
Grand Gaube,1,MU,1600068071,61,-20.01,57.66,75.0,18.99
Boende,98,CD,1600068071,96,-0.22,20.87,73.08,1.72
Zamość,0,PL,1600068071,82,50.72,23.25,64.4,9.17
Laguna,90,US,1600068072,72,38.42,-121.42,64.0,5.82
Kumul,0,CN,1600068072,18,42.8,93.45,75.51,2.77
Taksimo,98,RU,1600068072,56,56.34,114.88,65.52,4.9
Måløy,75,NO,1600068072,93,61.94,5.11,51.8,6.93
Alta Gracia,0,AR,1600068073,38,-31.65,-64.43,50.0,9.17
San Ignacio,100,BZ,1600068073,80,17.16,-89.07,75.0,2.19
Amuntai,76,ID,1600068073,54,-2.42,115.25,88.52,3.27
At-Bashi,17,KG,1600068074,24,41.17,75.81,68.68,3.38
Sadābād,17,IN,1600068074,39,27.45,78.05,98.65,0.51
Irbeyskoye,100,RU,1600068074,65,55.64,95.45,59.65,6.02
San Lorenzo,75,PY,1600068074,83,-25.33,-57.53,71.6,21.92
Sovetskiy,100,RU,1600068075,69,61.36,63.58,54.19,13.96
St. George's,40,GD,1600068075,83,12.06,-61.75,84.2,10.29
Micheweni,2,TZ,1600068075,67,-4.97,39.83,81.63,3.53
Hope,0,US,1600068076,76,33.67,-93.59,75.99,7.2
Cap Malheureux,2,MU,1600068076,61,-19.98,57.61,75.0,18.99
Beeskow,39,DE,1600068076,56,52.17,14.25,68.0,1.9
Port Lincoln,7,AU,1600068077,73,-34.73,135.87,57.69,10.36
Mlonggo,20,ID,1600068077,41,-6.53,110.7,93.2,11.41
Lüderitz,0,NA,1600068077,52,-26.65,15.16,56.1,20.71
Balagansk,100,RU,1600068078,91,54.01,103.05,47.41,11.32
Sal Rei,40,CV,1600068081,94,16.18,-22.92,75.2,6.93
Iquitos,0,PE,1600068081,98,-3.75,-73.25,72.25,2.48
Severnoye,47,RU,1600068081,60,56.35,78.36,63.41,6.42
Saquena,0,PE,1600068081,96,-4.67,-73.52,72.39,2.15
Robertsport,100,LR,1600068011,87,6.75,-11.37,77.25,4.54
Lagos,40,NG,1600067961,94,6.58,3.75,77.0,1.83
Hirara,75,JP,1600068082,74,24.8,125.28,86.0,6.93
Bondo,98,CD,1600068083,93,3.81,23.69,71.42,2.08
Bambous Virieux,75,MU,1600068084,64,-20.34,57.76,75.0,21.92
Sangmélima,100,CM,1600068084,94,2.93,11.98,69.03,3.2
Arlit,21,NE,1600068084,19,18.74,7.39,92.62,6.91
Bonthe,97,SL,1600068084,90,7.53,-12.51,77.47,3.74
Charagua,100,BO,1600068085,60,-19.8,-63.22,71.38,12.33
The Pas,90,CA,1600068086,75,53.83,-101.25,46.4,5.82
Ewo,49,CG,1600068086,80,-0.87,14.82,75.7,7.16
Salalah,40,OM,1600068086,70,17.02,54.09,86.0,9.17
Kahului,20,US,1600068087,61,20.89,-156.47,80.6,10.29
Citrus Park,75,US,1600068087,83,28.08,-82.57,78.8,4.7
Kargasok,96,RU,1600068088,59,59.06,80.86,63.72,9.35
Egvekinot,100,RU,1600068088,93,66.32,-179.17,39.07,10.38
Chokurdakh,2,RU,1600068095,52,70.63,147.92,55.27,6.38
Orchard Homes,20,US,1600068096,66,46.86,-114.05,57.99,3.36
Suzun,100,RU,1600068096,39,53.78,82.31,66.36,4.47
Knyaginino,3,RU,1600068096,75,55.82,45.03,54.84,16.78
Springbok,29,ZA,1600068096,69,-29.66,17.89,44.1,3.74
Tres Arroyos,0,AR,1600068097,82,-38.37,-60.28,36.59,7.31
Iranshahr,0,IR,1600068097,10,27.2,60.68,95.0,6.93
Khāsh,0,IR,1600068099,12,28.22,61.22,83.73,11.61
Port Hope,0,US,1600068099,62,43.94,-82.71,59.0,17.29
Sur,0,OM,1600068099,38,22.57,59.53,91.0,9.48
Vao,3,NC,1600068100,80,-22.67,167.48,69.78,16.64
Manthani,23,IN,1600068102,70,18.65,79.67,89.13,8.23
Fairbanks,1,US,1600067809,86,64.84,-147.72,44.01,0.92
Rapid Valley,1,US,1600068103,93,44.06,-103.15,53.6,3.36
Mae Sai,40,TH,1600068105,66,20.43,99.88,87.8,4.7
Sioux Lookout,5,CA,1600068105,100,50.1,-91.92,33.8,1.12
Port Blair,100,IN,1600068105,67,11.67,92.75,86.7,10.96
Jalu,0,LY,1600068105,31,29.03,21.55,87.85,12.44
Antalaha,29,MG,1600068106,68,-14.9,50.28,77.05,14.38
Tarauacá,13,BR,1600068106,93,-8.16,-70.77,71.85,1.77
Ngunguru,100,NZ,1600068106,3,-35.62,174.5,54.0,5.01
Santa Isabel Rio Negro,100,BR,1600068111,90,-0.41,-65.02,74.23,1.61
Krasnosel'kup,98,RU,1600068111,81,65.7,82.47,56.55,11.03
Gamba,44,GA,1600068111,78,-2.65,10.0,76.41,4.29
Lowestoft,0,GB,1600068111,95,52.48,1.75,59.0,5.79
Chunskiy,100,RU,1600068112,58,56.08,99.63,57.9,8.9
Klaksvík,89,FO,1600068112,100,62.23,-6.59,46.4,5.82
Khudumelapye,0,BW,1600068112,25,-23.88,24.75,71.13,10.13
Oyama,75,JP,1600068113,73,36.3,139.8,82.99,9.17
Opochka,100,RU,1600068113,94,56.71,28.66,56.75,10.11
Tigil',97,RU,1600068113,84,57.8,158.67,44.58,11.14
Daru,99,PG,1600068113,74,-9.08,143.21,78.17,13.22
Traralgon,0,AU,1600068114,58,-38.18,146.53,57.99,7.0
Alice Springs,0,AU,1600067905,21,-23.7,133.88,82.4,17.22
Salamanca,40,ES,1600068114,82,40.83,-6.0,68.0,2.46
Honningsvåg,90,NO,1600068114,87,70.98,25.97,48.2,12.75
Aklavik,90,CA,1600068115,86,68.22,-135.01,37.4,6.22
Lexington,1,US,1600068115,93,37.99,-84.48,66.99,6.93
Centralia,90,US,1600068115,100,46.72,-122.95,59.0,1.81
Polson,100,US,1600068115,69,47.69,-114.16,54.0,2.95
Salgar,40,CO,1600068116,100,5.96,-75.97,55.4,2.24
Kharp,100,RU,1600068116,91,66.8,65.81,45.66,13.53
Batemans Bay,20,AU,1600068116,80,-35.72,150.18,63.0,6.91
Charters Towers,76,AU,1600068116,34,-20.1,146.27,79.54,13.33
Warri,98,NG,1600068117,89,5.52,5.75,76.75,4.72
Igbo-Ora,100,NG,1600068117,94,7.43,3.28,72.57,0.67
Mora,100,CM,1600068117,84,11.05,14.14,73.96,5.59
Nizhnyaya Poyma,100,RU,1600068117,55,56.16,97.19,60.15,7.72
Jilib,100,SO,1600068118,58,0.49,42.79,85.82,10.09
Lakes Entrance,0,AU,1600068118,52,-37.88,147.98,61.0,1.99
Lima,90,PE,1600067856,87,-12.04,-77.03,59.0,5.82
Eirunepé,73,BR,1600068118,92,-6.66,-69.87,73.44,1.25
Zuwārah,27,LY,1600068119,64,32.93,12.08,78.85,9.15
Mopti,1,ML,1600068119,94,14.67,-4.0,75.2,9.53
Huarmey,34,PE,1600068119,86,-10.07,-78.15,60.03,6.29
Rajanpur,1,PK,1600068119,18,29.1,70.33,107.73,9.06
Teknāf,98,BD,1600068120,81,20.86,92.31,85.19,10.09
Bereda,100,ES,1600068120,96,43.27,-7.54,63.0,1.99
Dubbo,0,AU,1600068120,43,-32.25,148.62,71.6,9.17
Kumylzhenskaya,100,RU,1600068120,38,49.88,42.59,66.0,5.99
Sofia,20,BG,1600068121,59,42.7,23.32,66.2,1.12
Øksfjord,75,NO,1600068121,100,70.24,22.35,48.2,2.24
College,75,US,1600068124,81,64.86,-147.8,44.01,3.36
Anchorage,1,US,1600068125,81,61.22,-149.9,48.99,1.36
Natal,20,BR,1600068125,88,-5.79,-35.21,71.6,4.7
Pacifica,75,US,1600068086,82,37.61,-122.49,59.0,8.05
La Sarre,100,CA,1600068125,81,48.8,-79.2,42.89,11.43
Sinjār,0,IQ,1600068126,17,36.32,41.88,96.1,2.82
Zhenlai,100,CN,1600068126,66,45.85,123.3,67.84,1.83
Marsh Harbour,92,BS,1600068126,69,26.54,-77.06,83.07,8.3
Mananjary,21,MG,1600068126,64,-21.22,48.33,75.04,6.33
Tigzirt,0,DZ,1600068126,64,36.89,4.12,74.86,7.4
Salamiyah,0,SY,1600068127,46,35.01,37.05,79.52,2.8
Caravelas,1,BR,1600067877,84,-17.71,-39.25,69.35,7.07
Gubkinskiy,100,RU,1600068127,63,64.43,76.5,55.8,12.01
Coyhaique,100,CL,1600068127,85,-45.58,-72.07,37.4,8.86
Mezcala,98,MX,1600068128,91,20.93,-102.75,66.99,1.01
Katobu,75,ID,1600068128,42,-4.94,122.53,87.85,7.02
Saint Anthony,90,US,1600068128,67,45.02,-93.22,61.0,4.7
Los Lunas,1,US,1600068128,44,34.81,-106.73,64.4,4.9
Nhulunbuy,40,AU,1600068129,54,-12.23,136.77,84.2,16.11
Paamiut,100,GL,1600068129,72,61.99,-49.67,36.21,10.29
Lichuan,100,CN,1600068129,96,30.3,108.85,59.74,2.01
Oxelösund,75,SE,1600068129,100,58.67,17.1,59.0,10.29
Olinda,40,BR,1600068122,83,-8.01,-34.86,77.0,5.82
Beyneu,0,KZ,1600068130,31,45.32,55.2,78.22,2.91
Suez,0,EG,1600068130,46,29.97,32.53,84.94,7.58
Luanda,75,AO,1600068130,78,-8.84,13.23,73.4,5.82
Poum,24,NC,1600068130,79,-20.23,164.02,73.42,9.42
Oak Ridge,1,US,1600068131,94,36.01,-84.27,70.0,3.29
Weihe,100,CN,1600068131,86,33.0,105.32,63.25,2.55
Yulara,0,AU,1600067854,18,-25.24,130.99,84.2,11.41
Batagay-Alyta,100,RU,1600068131,91,67.8,130.41,39.97,9.33
Aripuanã,4,BR,1600067938,56,-9.17,-60.63,75.07,1.79
Port Hedland,98,AU,1600068132,26,-20.32,118.57,96.8,17.22
Aykhal,75,RU,1600068132,50,66.0,111.5,53.6,4.47
Waipawa,2,NZ,1600068132,82,-41.41,175.52,57.2,24.16
Oodweyne,0,SO,1600068135,44,9.41,45.06,81.41,19.51
Diffa,97,NE,1600068136,62,13.32,12.61,81.59,9.37
Artyom,75,AZ,1600068136,69,40.47,50.33,77.0,4.7
Rockhampton,2,AU,1600068136,50,-23.38,150.5,77.0,10.29
Kaeo,72,NZ,1600068136,3,-35.1,173.78,54.0,5.01
Nantucket,1,US,1600068137,94,41.28,-70.1,68.0,9.17
Hwange,0,ZW,1600068137,23,-18.37,26.5,78.66,4.85
Seybaplaya,45,MX,1600068137,81,19.65,-90.67,79.79,4.59
Shingū,75,JP,1600068137,65,33.73,135.98,80.6,10.29
Ghazīpur,22,IN,1600068138,55,25.58,83.57,94.75,5.91
Sisimiut,0,GL,1600068138,86,66.94,-53.67,32.81,12.1
Cockburn Town,100,TC,1600067869,72,21.46,-71.14,83.07,11.9
Padang,33,ID,1600068088,68,-0.95,100.35,84.04,4.94
Alexandria,40,EG,1600067994,61,31.22,29.96,82.4,4.7
Nădlac,0,RO,1600068139,64,46.17,20.75,72.0,5.82
Les Cayes,91,HT,1600068140,81,18.2,-73.75,77.92,3.78
Hasilpur,0,PK,1600068140,21,29.71,72.56,104.41,4.88
Bantou,93,CN,1600068140,70,26.22,117.49,82.27,5.08
Weymouth,85,US,1600068069,93,42.22,-70.94,68.0,12.75
Mana,2,GF,1600068140,86,5.66,-53.78,78.75,7.43
Tarakan,93,ID,1600068031,66,3.3,117.63,84.99,6.06
Gushikawa,75,JP,1600068141,66,26.35,127.87,86.0,1.5
Olovyannaya,51,RU,1600068141,46,50.95,115.57,58.28,9.89
Jining,82,CN,1600068141,71,35.41,116.58,77.4,7.38
Garissa,55,KE,1600068141,48,-0.45,39.64,86.2,16.64
Dunedin,50,NZ,1600067982,69,-45.87,170.5,54.0,8.01
Porto Torres,20,IT,1600068142,100,40.84,8.4,71.6,5.82
Barranca,80,PE,1600068142,92,-10.75,-77.77,58.05,4.47
Langsa,97,ID,1600068066,53,4.47,97.97,90.66,5.46
San Jose,90,US,1600068039,77,37.34,-121.89,61.0,4.7
Ardahan,1,TR,1600068051,31,41.11,42.7,74.86,1.7
Kulhudhuffushi,82,MV,1600068143,76,6.62,73.07,82.08,12.35
Yar-Sale,100,RU,1600068143,62,66.83,70.83,54.03,18.61
Ijero,40,NG,1600068143,94,6.48,3.38,77.0,3.22
Vardø,75,NO,1600068144,93,70.37,31.11,48.2,17.22
Unity,100,CA,1600068144,64,52.45,-109.17,51.01,13.18
Dauriya,0,RU,1600068144,44,49.93,116.87,59.47,9.69
Safi,0,MA,1600068145,88,32.3,-9.24,69.31,5.59
Stropkov,0,SK,1600068145,77,49.2,21.65,66.0,1.01
Bangkal,38,PH,1600068145,70,6.07,121.07,83.82,7.4
Mafeteng,0,LS,1600068145,35,-29.82,27.24,59.63,9.51
Thurso,40,GB,1600068145,87,58.59,-3.53,59.0,6.93
Maumere,41,ID,1600068146,53,-8.62,122.21,83.5,0.92
Wasilla,1,US,1600068146,87,61.58,-149.44,46.4,2.24
Harbour Breton,98,CA,1600068146,100,47.48,-55.8,57.99,20.4
Marabu,40,MY,1600068136,78,4.41,114.01,82.4,14.99
Russell,40,US,1600068147,94,32.35,-85.2,73.99,7.09
Weihai,100,CN,1600068147,70,37.5,122.11,75.99,3.38
Hobyo,9,SO,1600068147,55,5.35,48.53,86.36,20.69
Winneba,75,GH,1600068148,94,5.35,-0.62,77.0,8.05
Sinnamary,63,GF,1600068148,86,5.38,-52.95,78.93,7.07
Cayenne,75,GF,1600068148,100,4.93,-52.33,77.0,5.91
Kirkwood,1,US,1600068068,77,38.58,-90.41,66.99,4.97
Caraballeda,20,VE,1600068148,83,10.61,-66.85,77.0,3.33
Tiarei,40,PF,1600068149,69,-17.53,-149.33,78.8,6.93
Östersund,20,SE,1600068149,76,63.18,14.64,48.2,9.17
Roald,75,NO,1600068149,87,62.58,6.13,51.8,2.24
Mombetsu,75,JP,1600068149,72,44.35,143.35,60.8,9.17
Sorong,100,ID,1600068149,84,-0.88,131.25,80.56,15.46
Tabou,99,CI,1600068150,89,4.42,-7.35,76.39,12.37
Petropavlovsk-Kamchatskiy,12,RU,1600068150,39,53.05,158.65,62.6,13.42
Tlacotepec (San Mateo),79,MX,1600068150,86,20.07,-97.87,60.51,6.06
Ellenabad,17,IN,1600068150,24,29.45,74.65,101.62,1.92
Los Llanos de Aridane,0,ES,1600068151,73,28.66,-17.92,71.6,5.82
Taupo,59,NZ,1600068151,87,-38.68,176.08,50.0,5.01
